Provider CCN;Hospital Name;Fiscal Year Begin Date;Fiscal Year End Date;number_of_beds
231327;SPARROW EATON;01/01/2021;12/31/2021;25
231328;ASCENSION ALLEGAN HOSPITAL;07/01/2021;6/30/2022;25
231329;CARO COMMUNITY HOSPITAL;10/01/2020;9/30/2021;25
231330;MARLETTE REGIONAL HOSPITAL;07/01/2021;6/30/2022;70
231331;SPARROW IONIA HOSPITAL;01/01/2021;12/31/2021;22
231332;BRONSON LAKEVIEW HOSPITAL;01/01/2021;12/31/2021;26
231333;ASPIRUS IRONWOOD HOSPITAL;07/01/2021;6/30/2022;25
231337;ST. FRANCIS HOSPITAL;10/01/2020;9/30/2021;25
231338;SPECTRUM HEALTH GERBER;01/01/2021;12/31/2021;25
231339;SPECTRUM HEALTH PENNOCK HOSPITAL;01/01/2021;12/31/2021;25
231340;MCLAREN THUMB REGION;1/30/2021;9/30/2021;27
232012;SSH - FLINT  INC;02/01/2021;1/31/2022;26
232019;VIBRA HOSPITAL SOUTHEASTERN MICHIGAN;06/01/2021;5/31/2022;68
232020;MCLAREN BAY SPECIAL CARE;10/01/2020;9/30/2021;31
232023;SSH - MACOMB COUNTY  INC.;01/01/2021;12/31/2021;114
232024;SSH - ANN ARBOR;05/01/2021;4/30/2022;36
232029;SSH - SPECTRUM HEALTH;07/01/2021;6/30/2022;36
232031;SSH - WYANDOTTE;05/01/2021;4/30/2022;71
232033;SSH -SAGINAW  INC.;03/01/2021;2/28/2022;32
232034;BORGESS-PIPP HEALTH CENTER;07/01/2021;6/30/2022;43
232035;SSH - KALAMAZOO;06/01/2021;5/31/2022;25
232037;SPARROW SPECIALTY HOSPITAL;01/01/2021;12/31/2021;30
232039;PIONEER SPECIALTY HOSPITAL;10/01/2020;9/30/2021;42
233026;MARY FREE BED REHAB HOSPITAL;04/01/2021;3/31/2022;133
233027;REHABILITATION INSTITUTE OF MICHIGAN;11/01/2020;10/31/2021;69
233300;CHILDRENS HOSPITAL OF MICHIGAN;01/01/2021;12/31/2021;226
234006;PINE REST CHRISTIAN HOSPITAL;07/01/2021;6/30/2022;198
234011;KINGSWOOD HOSPITAL;01/01/2021;12/31/2021;136
234021;HARBOR OAKS HOSPITAL;07/01/2021;6/30/2022;164
234023;HAVENWYCK HOSPITAL;07/01/2021;6/30/2022;243
234025;CARO CENTER;10/01/2020;9/30/2021;154
234026;KALAMAZOO PSYCHIATRIC HOSPITAL;10/01/2020;9/30/2021;201
234030;FOREST VIEW HOSPITAL;01/01/2021;12/31/2021;108
234035;WALTER REUTHER PSYCHIATRIC HOSPITAL;10/01/2020;9/30/2021;180
234038;STONECREST;01/01/2021;12/31/2021;182
234040;SAMARITAN BEHAVIORAL CENTER;01/01/2021;12/31/2021;55
234041;CENTER FOR FORENSIC PHYCHIATRY;10/01/2020;9/30/2021;272
234042;BEHAVIORAL CENTER OF MICHIGAN;01/01/2021;12/31/2021;42
234043;CEDAR CREEK HOSPITAL;09/01/2021;8/31/2022;54
234044;BRIGHTWELL BEHAVIORAL HEALTH;01/01/2021;12/31/2021;23
240001;NORTH MEMORIAL HEALTH HOSPITAL;01/01/2021;12/31/2021;372
240002;ST. MARYS MEDICAL CENTER;07/01/2021;6/30/2022;329
240004;HENNEPIN COUNTY MEDICAL CENTER;01/01/2021;12/31/2021;469
240006;OLMSTED MEDICAL CENTER;01/01/2021;12/31/2021;61
240010;MAYO CLINIC HOSPITAL ROCHESTER;01/01/2021;12/31/2021;1252
240014;NORTHFIELD CITY HOSPITAL;01/01/2021;12/31/2021;77
240018;MAYO CLINIC HEALTH SYSTEM - RED WING;01/01/2021;12/31/2021;50
240019;SMDC MEDICAL CENTER;07/01/2021;6/30/2022;154
240020;CAMBRIDGE MEDICAL CENTER;01/01/2021;12/31/2021;66
240022;SANFORD REGIONAL HOSPITAL WORTHINGTO;01/01/2021;12/31/2021;48
240030;DOUGLAS COUNTY HOSPITAL;01/01/2021;12/31/2021;99
240036;ST. CLOUD HOSPITAL;07/01/2021;6/30/2022;479
240038;UNITED HOSPITAL;01/01/2021;12/31/2021;358
240040;RANGE REGIONAL HEALTH SERVICES;01/01/2021;12/31/2021;72
240043;MAYO CLNIC HLTH SYS-ALBRT LEA AUSTIN;01/01/2021;12/31/2021;84
240044;WINONA HEALTH SERVICES;10/01/2020;9/30/2021;41
240047;ST. LUKES HOSPITAL OF DULUTH;01/01/2021;12/31/2021;267
240050;FAIRVIEW LAKES REGIONAL MEDICAL CTR;01/01/2021;12/31/2021;55
240052;LAKE REGION HEALTHCARE;10/01/2020;9/30/2021;94
240053;PARK NICOLLET METHODIST HOSPITAL;01/01/2021;12/31/2021;356
240056;RIDGEVIEW MEDICAL CENTER;01/01/2021;12/31/2021;109
240057;ABBOTT NORTHWESTERN HOSPITAL;01/01/2021;12/31/2021;672
240059;REGINA HOSPITAL;01/01/2021;12/31/2021;49
240063;HEALTHEAST ST JOSEPHS HOSPITAL;01/01/2021;12/31/2021;153
240064;GRAND ITASCA CLINIC AND HOSPITAL;01/01/2021;12/31/2021;36
240066;LAKEVIEW MEMORIAL;01/01/2021;12/31/2021;68
240069;OWATONNA HOSPITAL;01/01/2021;12/31/2021;39
240071;ALLINA HEALTH FARIBAULT MEDICAL CTR;01/01/2021;12/31/2021;32
240075;ST. JOSEPHS MEDICAL CENTER;07/01/2021;6/30/2022;127
240076;BUFFALO HOSPITAL;01/01/2021;12/31/2021;39
240078;FAIRVIEW SOUTHDALE HOSPITAL;01/01/2021;12/31/2021;332
240080;UNIVERSITY OF MINNESOTA MEDICAL CTR;01/01/2021;12/31/2021;861
240084;ESSENTIA HEALTH VIRGINIA;07/01/2021;6/30/2022;126
240088;CARRIS HEALTH;07/01/2021;6/30/2022;159
240093;MCHS - SOUTHWEST MINNESOTA REGION;01/01/2021;12/31/2021;161
240100;SANFORD BEMIDJI;01/01/2021;12/31/2021;184
240101;ST. MARYS REGIONAL HEALTH CENTER;07/01/2021;6/30/2022;130
240104;ST. FRANCIS REGIONAL MEDICAL CENTER;01/01/2021;12/31/2021;89
240106;REGIONS HOSPITAL;01/01/2021;12/31/2021;485
240115;MERCY HOSPITAL;01/01/2021;12/31/2021;476
240141;FAIRVIEW NORTHLAND REG;01/01/2021;12/31/2021;34
240166;MAYO CLINIC HEALTH SYSTEM-FAIRMONT;01/01/2021;12/31/2021;55
240187;HUTCHINSON HEALTH CARE;01/01/2021;12/31/2021;37
240206;RED LAKE INDIAN HOSPITAL;10/01/2020;9/30/2021;23
240207;FAIRVIEW RIDGES HOSPITAL;01/01/2021;12/31/2021;172
240210;HEALTHEAST  ST JOHNS HOSPITAL;01/01/2021;12/31/2021;184
240213;HEALTHEAST WOODWINDS HOSPITAL;01/01/2021;12/31/2021;86
240214;MAPLE GROVE HOSPITAL;01/01/2021;12/31/2021;138
241300;MAHNOMEN HEALTH CENTER;01/01/2021;12/31/2021;42
241301;LAKEWOOD HEALTH CENTER;07/01/2021;6/30/2022;47
241302;SANFORD MEDICAL CENTER WESTBROOK;01/01/2021;12/31/2021;8
241303;SANFORD HOSPITAL TRACY;01/01/2021;12/31/2021;25
241304;SANFORD MEDICAL CENTER WHEATON;01/01/2021;12/31/2021;15
241305;RIVERWOOD HEALTHCARE CENTER;10/01/2020;9/30/2021;25
241306;OLIVIA  HOSPITAL AND CLINICS;01/01/2021;12/31/2021;32
241308;LAKE VIEW MEMORIAL HOSPITAL;01/01/2021;12/31/2021;16
241309;PINE MEDICAL CENTER;07/01/2021;6/30/2022;9
241311;SIBLEY MEDICAL CENTER;01/01/2021;12/31/2021;20
241312;COOK HOSPITAL;01/01/2021;12/31/2021;42
241313;BRIDGES MEDICAL CENTER;07/01/2021;6/30/2022;14
241314;JOHNSON MEMORIAL HOSPITAL;10/01/2020;9/30/2021;73
241315;SANFORD MEDICAL CENTER JACKSON;01/01/2021;12/31/2021;14
241316;NORTHERN ITASCA HOSPITAL DISTRICT;01/01/2021;12/31/2021;60
241317;COOK COUNTY HOSPITAL DISTRICT;01/01/2021;12/31/2021;53
241318;ELY-BLOOMENSON COMMUNITY HOSPITAL;10/01/2020;9/30/2021;16
241319;MURRAY COUNTY MEMORIAL HOSPITAL;01/01/2021;12/31/2021;21
241320;RIVERVIEW HEALTHCARE ASSOCIATION;10/01/2020;9/30/2021;49
241321;GRACEVILLE HEALTH CENTER;07/01/2021;6/30/2022;55
241322;INTL FALLS MEMORIAL HOSPITAL;01/01/2021;12/31/2021;18
241323;MADELIA HEALTH;06/01/2021;5/31/2022;25
241325;CHIPPEWA COUNTY-MONTEVIDEO HOSPITAL;01/01/2021;12/31/2021;25
241326;LONG PRAIRIE MEMORIAL HOSPITAL;07/01/2021;6/30/2022;74
241327;SLEEPY EYE MUNICIPAL HOSPITAL;01/01/2021;12/31/2021;16
241328;SANFORD BAGLEY MEDICAL CENTER;01/01/2021;12/31/2021;25
241329;LAKEWOOD HEALTH SYSTEM;01/01/2021;12/31/2021;135
241330;MELROSE AREA HOSPITAL CENTRACARE;07/01/2021;6/30/2022;89
241332;WINDOM AREA HOSPITAL;05/01/2021;4/30/2022;18
241333;MAYO CLINIC HEALTH SYS - ST. JAMES;01/01/2021;12/31/2021;25
241334;RIVERS EDGE HOSPITAL AND CLINIC;01/01/2021;12/31/2021;25
241335;ST. ELIZABETH HOSP. OF WABASHA  INC.;01/01/2021;12/31/2021;114
241336;KITTSON MEMORIAL HOSPITAL;10/01/2020;9/30/2021;75
241337;NORTH VALLEY HEALTH CENTER;01/01/2021;12/31/2021;12
241338;MAYO CLNIC HEALTH SYSTEM - LAKE CITY;01/01/2021;12/31/2021;108
241339;HENDRICKS COMMUNITY HOSPITAL ASSOC;07/01/2021;6/30/2022;72
241340;NORTHERN PINES MEDICAL CENTER;07/01/2021;6/30/2022;49
241341;APPLETON MUNICIPAL HOSPITAL;10/01/2020;9/30/2021;65
241342;ORTONVILLE AREA HEALTH SERVICES;10/01/2020;9/30/2021;76
241343;AVERA GRANITE FALLS;07/01/2021;6/30/2022;73
241344;LIFECARE MEDICAL CENTER;10/01/2020;9/30/2021;75
241345;MAYO CLINIC HEALTH SYSTEM - WASECA;01/01/2021;12/31/2021;15
241346;CANNON FALLS MEDICAL CENTER - MAYO;01/01/2021;12/31/2021;15
241347;SANFORD HOSPITAL CANBY;01/01/2021;12/31/2021;78
241348;TYLER HEALTHCARE CENTER;07/01/2021;6/30/2022;51
241349;PAYNESVILLE AREA HOSPITAL;07/01/2021;6/30/2022;17
241350;ESSENTIA HEALTH MOOSE LAKE;07/01/2021;6/30/2022;25
241351;CARRIS HEALTH-REDWOOD LLC;07/01/2021;6/30/2022;14
241353;CUYUNA REGIONAL MEDICAL CENTER;04/01/2021;3/31/2022;97
241354;TRI COUNTY HOSPITAL;01/01/2021;12/31/2021;25
241355;GLENCOE REGIONAL HEALTH SERVICES;01/01/2021;12/31/2021;133
241356;MILLE LACS HOSPITAL;10/01/2020;9/30/2021;82
241357;FIRST CARE MEDICAL SERVICES;07/01/2021;6/30/2022;75
241358;CASS LAKE INDIAN HOSPITAL;10/01/2020;9/30/2021;
241359;AVERA MARSHALL REGIONAL MEDICAL CTR;07/01/2021;6/30/2022;111
241360;DEER RIVER HEALTHCARE CENTER  INC.;07/01/2021;6/30/2022;52
241361;MAYO CLINIC HEALTH SYS - NEW PRAGUE;01/01/2021;12/31/2021;20
241362;CCH-MONTICELLO;07/01/2021;6/30/2022;124
241363;STEVENS COMMUNITY MEDICAL CENTER;01/01/2021;12/31/2021;25
241364;COMMUNITY MEMORIAL HOSPITAL;10/01/2020;9/30/2021;66
241365;SWIFT COUNTY - BENSON;01/01/2021;12/31/2021;18
241366;MEEKER COUNTY MEMORIAL HOSPITAL;01/01/2021;12/31/2021;25
241367;WELIA HEALTH;01/01/2021;6/30/2021;25
241367;WELIA HEALTH;07/01/2021;12/31/2021;25
241368;CCH - SAUK CENTRE;07/01/2021;6/30/2022;74
241369;UNITED HOSPITAL DISTRICT;01/01/2021;12/31/2021;25
241370;ST. GABRIELS HOSPITAL;07/01/2021;6/30/2022;25
241371;SANFORD HOSPITAL LUVERNE;01/01/2021;12/31/2021;25
241372;MADISON HEALTHCARE SERVICES;10/01/2020;9/30/2021;68
241373;PERHAM MEMORIAL HOSPITAL AND HOME;10/01/2020;9/30/2021;121
241374;PIPESTONE COUNTY MEDICAL CENTER;07/01/2021;6/30/2022;18
241375;MINNESOTA VALLEY HEALTH CENTER  INC.;01/01/2021;12/31/2021;59
241376;GLACIAL RIDGE HOSPITAL;10/01/2020;9/30/2021;19
241377;ST. FRANCIS MEDICAL CENTER;07/01/2021;6/30/2022;105
241378;NEW ULM MEDICAL CENTER;01/01/2021;12/31/2021;34
241379;PRAIRIE RIDGE HOSPITAL;10/01/2020;9/30/2021;10
241380;ST. JOSEPHS AREA HEALTH SERVICES;07/01/2021;6/30/2022;25
241381;SANFORD THIEF RIVER FALLS;01/01/2021;12/31/2021;25
241991;BEACON HAVEN;08/01/2021;7/31/2022;
242004;M HEALTH FAIRVIEW BETHESDA HOSPITAL;09/01/2021;8/31/2022;24
242005;REGENCY HOSPITAL OF MINNEAPOLIS LLC;07/01/2021;6/30/2022;92
243300;GILLETTE CHILDRENS SPECIALTY HEALTH;01/01/2021;12/31/2021;60
243302;CHILDRENS HEALTH CARE;01/01/2021;12/31/2021;396
244002;ANOKA-METRO REGIONAL TREATMENT CTR.;07/01/2021;6/30/2022;110
244005;CHILD & ADOLESCENT BEH. HEALTH SRVS.;07/01/2021;6/30/2022;5
244011;ANNANDALE BEHAVIORAL HEALTH HSP;07/01/2021;6/30/2022;16
244012;ALEXANDRIA BEHAVORIAL HEALTH HSP;07/01/2021;6/30/2022;16
244013;FERGUS FALLS CBHH;07/01/2021;6/30/2022;16
244014;BEMIDJI BEHAVORIAL HEALTH HSP;07/01/2021;6/30/2022;16
244015;BAXTER BEHAVORIAL HEALTH HSP;07/01/2021;6/30/2022;16
244016;PRAIRIECARE;01/01/2021;12/31/2021;
244017;CBHH- ROCHESTER;07/01/2021;6/30/2022;16
244018;SANFORD BEHAVIORAL HEALTH;01/01/2021;12/31/2021;16
250001;UNIVERSITY OF MISSISSIPPI MEDICAL;07/01/2021;6/30/2022;698
250002;TISHOMINGO HEALTH SERVICES;10/01/2020;9/30/2021;48
250004;NORTH MISSISSIPPI MEDICAL CENTER;10/01/2020;9/30/2021;644
250006;BAPTIST MEM HOSPITAL UNION COUNTY;10/01/2020;9/30/2021;90
250007;BILOXI REGIONAL MEDICAL CENTER;10/01/2020;9/30/2021;133
250009;MAGNOLIA HOSPITAL;10/01/2020;9/30/2021;177
250012;ALLIANCE HEALTHCARE SYSTEM;01/01/2021;12/31/2021;40
250017;TRACE REGIONAL HOSPITAL;07/01/2021;6/30/2022;108
250018;JASPER GENERAL HOSPITAL;10/01/2020;9/30/2021;20
250019;MEMORIAL HOSPITAL AT GULFPORT;10/01/2020;9/30/2021;454
250020;WEBSTER HEALTH SERVICES;10/01/2020;9/30/2021;38
250025;MONROE HEALTH SERVICES  INC.;10/01/2020;9/30/2021;94
250027;WINSTON MEDICAL CENTER;01/01/2021;12/31/2021;120
250031;MERIT HEALTH RIVER REGION;07/01/2021;6/30/2022;193
250034;BAPTIST MEM HOSPITAL NORTH MISS;10/01/2020;9/30/2021;208
250036;GEORGE COUNTY HOSPITAL;10/01/2020;9/30/2021;39
250038;MADISON RIVER OAKS MEDICAL CENTER;01/01/2021;12/31/2021;67
250040;SINGING RIVER HEALTH SYSTEM;10/01/2020;9/30/2021;398
250042;DELTA HEALTH-NORTHWEST REGIONAL;02/01/2021;9/30/2021;181
250043;NESHOBA COUNTY GENERAL HOSPITAL;10/01/2020;9/30/2021;208
250044;BAPTIST MEM HOSPITAL BOONEVILLE;10/01/2020;9/30/2021;42
250048;ST. DOMINIC-JACKSON MEMORIAL HOSP;01/01/2021;12/31/2021;552
250049;BEACHAM MEMORIAL HOSPITAL;07/01/2021;6/30/2022;31
250050;OKTIBBEHA COUNTY HOSPITAL;10/01/2020;9/30/2021;88
250057;KINGS DAUGHTERS MEDICAL CENTER;10/01/2020;9/30/2021;90
250058;SOUTH CENTRAL REGIONAL MEDICAL CENTR;10/01/2020;9/30/2021;268
250060;JEFFERSON COUNTY HOSPITAL;10/01/2020;9/30/2021;30
250061;YALOBUSHA GENERAL HOSPITAL;10/01/2020;9/30/2021;148
250067;CLAY COUNTY MEDICAL CORPORATION;10/01/2020;9/30/2021;49
250069;RUSH FOUNDATION HOSPITAL;01/01/2021;12/31/2021;191
250072;CENTRAL MISSISSIPPI MEDICAL CENTER;10/01/2020;9/30/2021;289
250077;WAYNE GENERAL HOSPITAL;10/01/2020;9/30/2021;49
250078;FORREST GENERAL HOSPITAL;10/01/2020;9/30/2021;493
250081;ANDERSON REGIONAL MED CTR-SOUTH CAMP;10/01/2020;9/30/2021;69
250082;DELTA HEALTH-THE MEDICAL CENTER;10/01/2020;9/30/2021;161
250084;NATCHEZ REGIONAL MEDICAL CENTER;10/01/2020;9/30/2021;179
250085;MARION GENERAL HOSPITAL;10/01/2020;9/30/2021;49
250093;BOLIVAR MEDICAL CENTER;04/01/2021;3/31/2022;199
250094;MERIT HEALTH WESLEY;04/01/2021;3/31/2022;158
250095;SOUTH SUNFLOWER COUNTY HOSPITAL;10/01/2020;9/30/2021;47
250096;CROSSGATES RIVER OAKS HOSPITAL;01/01/2021;12/31/2021;82
250097;SOUTHWEST MS REGIONAL MED CENTER;10/01/2020;9/30/2021;160
250099;GREENWOOD LEFLORE HOSPITAL;10/01/2020;9/30/2021;193
250100;BAPTIST MEM HOSPITAL GOLDEN TRIANGLE;10/01/2020;9/30/2021;211
250102;MS BAPTIST MEDICAL CENTER;10/01/2020;9/30/2021;428
250104;JEFF ANDERSON REGIONAL MEDICAL CENTE;10/01/2020;9/30/2021;270
250117;HIGHLAND COMMUNITY HOSPITAL;10/01/2020;9/30/2021;49
250123;SINGING RIVER GULFPORT;10/01/2020;9/30/2021;130
250124;MAGEE GENERAL HOSPITAL;01/01/2021;12/31/2021;44
250127;CHOCTAW HEALTH CENTER;10/01/2020;9/30/2021;20
250128;PANOLA MEDICAL CENTER;01/01/2021;12/31/2021;67
250134;WHITFIELD MEDICAL SURGICAL CENTER;07/01/2021;6/30/2022;32
250136;MERIT HEALTH WOMANS HOSPITAL;01/01/2021;12/31/2021;34
250138;RIVER OAKS HOSPITAL;10/01/2020;9/30/2021;158
250141;BAPTIST MEM HOSPITAL DESOTO;10/01/2020;9/30/2021;341
250151;ALLIANCE HEALTH CENTER;01/01/2021;12/31/2021;214
250152;MISSISSIPPI METHODIST REHAB CENTER;07/01/2021;6/30/2022;184
250162;OCHSNER MED CTR - HANCOCK;10/01/2020;9/30/2021;49
250163;PATIENTS CHOICE MED CNT-SMITH CNTY;01/01/2021;12/31/2021;29
250167;METHODIST H/C OLIVE BRANCH HOSPITAL;01/01/2021;12/31/2021;57
250168;UMMC-GRENADA;07/01/2021;6/30/2022;49
251300;S.E. LACKEY MEMORIAL HOSPITAL;01/01/2021;12/31/2021;35
251302;MONROE REGIONAL HOSPITAL;01/01/2021;12/31/2021;35
251304;TALLAHATCHIE CRITICAL ACCESS HOSPITA;10/01/2020;9/30/2021;18
251305;LAWRENCE COUNTY HOSPITAL;10/01/2020;9/30/2021;25
251306;PERRY COUNTY GENERAL HOSPITAL;01/01/2021;12/31/2021;22
251307;NOXUBEE COUNTY HOSPITAL;10/01/2020;9/30/2021;25
251308;PONTOTOC HEALTH SERVICES;10/01/2020;9/30/2021;25
251309;FIELD MEMORIAL COMMUNITY HOSPITAL;10/01/2020;9/30/2021;16
251312;TYLER HOLMES MEMORIAL HOSPITAL;10/01/2020;9/30/2021;25
251313;BAPTIST MEDICAL CENTER - YAZOO;10/01/2020;9/30/2021;25
251315;BAPTIST MEDICAL CENTER - LEAKE  INC.;10/01/2020;9/30/2021;25
251316;H.C. WATKINS MEMORIAL HOSPITAL;01/01/2021;12/31/2021;25
251317;SIMPSON GENERAL HOSPITAL CAH;01/01/2021;12/31/2021;35
251318;NORTH SUNFLOWER COUNTY HOSPITAL;10/01/2020;9/30/2021;35
251319;UNIVERSITY HOSPITAL & CLINICS - HOLM;07/01/2021;6/30/2022;25
251320;CLAIBORNE COUNTY HOSPITAL;01/01/2021;12/31/2021;32
251322;LAIRD HOSPITAL;01/01/2021;12/31/2021;25
251323;SCOTT REGIONAL HOSPITAL;01/01/2021;12/31/2021;25
251324;WALTHALL COUNTY GENERAL HOSPITAL;10/01/2020;9/30/2021;25
251325;COVINGTON COUNTY HOSPITAL;10/01/2020;9/30/2021;25
251326;PRENTISS REGIONAL HOSPITAL;10/01/2020;9/30/2021;80
251327;COPIAH COUNTY MEDICAL CENTER;01/01/2021;12/31/2021;25
251329;GREENE COUNTY HOSPITAL;10/01/2020;9/30/2021;7
251330;FRANKLIN COUNTY HOSPITAL;05/01/2021;4/30/2022;24
251331;BMH - CALHOUN;10/01/2020;9/30/2021;145
251333;PEARL RIVER COUNTY HOSPITAL;10/01/2020;9/30/2021;124
251334;CHOCTAW REGIONAL MEDICAL CENTER;10/01/2020;9/30/2021;88
251335;JOHN C. STENNIS MEMORIAL HOSPITAL;01/01/2021;12/31/2021;25
251336;BAPTIST MEDICAL CENTER - ATTALA;10/01/2020;9/30/2021;25
251337;TIPPAH COUNTY HOSPITAL;10/01/2020;9/30/2021;65
251338;SHARKEY-ISSAQUENA COMM HOSPITAL;10/01/2020;9/30/2021;73
252003;SSH - BELHAVEN;09/01/2021;8/31/2022;33
252004;THE SPECIALTY HOSPITAL OF MERIDIAN;01/01/2021;12/31/2021;49
252005;SSH - GULF COAST;01/01/2021;12/31/2021;45
252006;REGENCY HOSPITAL OF MERIDIAN;08/01/2021;7/31/2022;40
252007;SSH - JACKSON INC;03/01/2021;2/28/2022;53
252008;KPC PROMISE HOSPITAL OF VICKSBURG;09/01/2021;8/31/2022;35
252013;ALLEGIANCE SPECIALTY HOSPITAL OF GRE;11/01/2020;10/31/2021;39
253027;ENCOMPASS HEALTH REHABILITATION HOSP;06/01/2021;5/31/2022;43
254005;PARKWOOD HOSPITAL;01/01/2021;12/31/2021;148
254007;BRENTWOOD BEHAVIORAL HEALTHCARE;01/01/2021;12/31/2021;121
254008;SOUTH MISSISSIPPI STATE HOSPITAL;07/01/2021;6/30/2022;50
254009;NORTH MISSISSIPPI STATE HOSPITAL;07/01/2021;6/30/2022;50
254010;MSH- RECEIVING UNITS;07/01/2021;6/30/2022;102
254011;GULFPORT BEHAVIORAL HEALTH SYSTEM;04/01/2021;3/31/2022;90
254012;OCEANS BEHAVIORAL HOSPITAL BILOXI;01/01/2021;12/31/2021;45
260001;MERCY HOSPITAL JOPLIN;07/01/2021;6/30/2022;221
260005;SSM HEALTH ST. JOSEPH HOSPITAL - SC;01/01/2021;12/31/2021;406
260006;HEARTLAND REGIONAL MEDICAL CENTER;07/01/2021;6/30/2022;352
260009;BOTHWELL REGIONAL HEALTH CENTER;06/01/2021;5/31/2022;108
260011;SSM HEALTH-ST. MARYS-JEFFERSON CITY;01/01/2021;12/31/2021;167
260017;PHELPS COUNTY REGIONAL MEDICAL CNTR;01/01/2021;12/31/2021;242
260020;MERCY HOSPITAL - ST. LOUIS;07/01/2021;6/30/2022;859
260022;NORTHEAST REGIONAL MEDICAL CENTER;06/01/2021;5/31/2022;45
260023;MERCY HOSPITAL JEFFERSON;07/01/2021;6/30/2022;321
260024;TEXAS COUNTY MEMORIAL HOSPITAL;01/01/2021;12/31/2021;47
260025;HANNIBAL REGIONAL HOSPITAL;10/01/2020;9/30/2021;99
260027;AMEND #2 RESEARCH MEDICAL CENTER;01/01/2021;12/31/2021;455
260032;BARNES-JEWISH HOSPITAL;01/01/2021;12/31/2021;1273
260034;BATES COUNTY MEMORIAL HOSPITAL;01/01/2021;12/31/2021;40
260040;COXHEALTH;10/01/2020;9/30/2021;867
260047;CAPITAL REGION MEDICAL CENTER;07/01/2021;6/30/2022;114
260048;UNIVERSITY HEALTH TRUMAN MED CENTER;07/01/2021;6/30/2022;248
260050;MOSAIC MEDICAL CENTER - MARYVILLE;07/01/2021;6/30/2022;51
260052;MERCY HOSPITAL - WASHINGTON;07/01/2021;6/30/2022;140
260057;CAMERON REGIONAL MEDICAL CENTER;10/01/2020;9/30/2021;59
260059;MERCY HOSPITAL LEBANON;07/01/2021;6/30/2022;43
260061;NEVADA REGIONAL MEDICAL CENTER;07/01/2021;6/30/2022;71
260062;SAINT LUKES NORTH HOSPITAL;01/01/2021;12/31/2021;134
260064;SSM HEALTH-ST. MARYS AUDRAIN;01/01/2021;3/15/2021;60
260065;MERCY HOSPITAL SPRINGFIELD;07/01/2021;6/30/2022;672
260068;BOONE HOSPITAL CENTER;01/01/2021;12/31/2021;280
260070;PEMISCOT COUNTY MEMORIAL HOSPITAL;01/01/2021;12/31/2021;160
260074;MOBERLY REGIONAL MEDICAL CENTER;11/01/2020;10/31/2021;67
260077;MERCY HOSPITAL SOUTH;07/01/2021;6/30/2022;787
260078;OZARKS MEDICAL CENTER;01/01/2021;12/31/2021;111
260081;SSM HEALTH ST CLARE HOSPITAL;01/01/2021;12/31/2021;180
260085;ST JOSEPH MEDICAL CENTER;01/01/2021;12/31/2021;271
260091;SSM HEALTH ST. MARYS HOSPITAL - STL;01/01/2021;12/31/2021;673
260094;COX MEDICAL CENTER BRANSON;10/01/2020;9/30/2021;157
260095;AMEND #1 CENTERPOINT MEDICAL CENTER;04/01/2021;3/31/2022;281
260096;NORTH KANSAS CITY HOSPITAL;07/01/2021;6/30/2022;431
260097;WESTERN MISSOURI MEDICAL CENTER;01/01/2021;12/31/2021;59
260102;UNIVERSITY HEALTH LAKEWOOD MED CTR;07/01/2021;6/30/2022;305
260104;SSM HEALTH DEPAUL HOSPITAL;01/01/2021;12/31/2021;497
260105;SSM SAINT LOUIS UNIVERSITY HOSPITAL;01/01/2021;12/31/2021;350
260108;MISSOURI BAPTIST MEDICAL CENTER;01/01/2021;12/31/2021;426
260110;SOUTHEASTHEALTH;01/01/2021;12/31/2021;245
260113;MISSOURI DELTA MEDICAL CENTER;10/01/2020;9/30/2021;132
260119;POPLAR BLUFF REGIONAL MEDICAL CENTER;01/01/2021;12/31/2021;297
260137;FREEMAN OAK HILL HEALTH SYSTEM;04/01/2021;3/31/2022;381
260138;SAINT LUKES HOSPITAL OF KANSAS CITY;01/01/2021;12/31/2021;521
260141;UNIV OF MISSOURI HEALTH CARE;07/01/2021;6/30/2022;613
260142;JOHN FITZGIBBON MEMORIAL HOSPITAL;05/01/2021;4/30/2022;52
260160;SOUTHEASTHEALTH CENTER OF STODDARD C;01/01/2021;12/31/2021;48
260162;BARNES JEWISH WEST COUNTY HOSPITAL;01/01/2021;12/31/2021;68
260163;PARKLAND HEALTH CENTER - FARMINGTON;01/01/2021;12/31/2021;108
260175;GOLDEN VALLEY MEMORIAL HOSPITAL;04/01/2021;3/31/2022;42
260176;ST. LUKES DES PERES HOSPITAL;07/01/2021;6/30/2022;88
260177;LIBERTY HOSPITAL;07/01/2021;6/30/2022;203
260179;ST. LUKES HOSPITAL;07/01/2021;6/30/2022;520
260180;CHRISTIAN HOSPITAL NORTHEAST;01/01/2021;12/31/2021;285
260183;SAINT FRANCIS MEDICAL CENTER;07/01/2021;6/30/2022;306
260186;LAKE REGIONAL HEALTH SYSTEM;05/01/2021;4/30/2022;121
260190;LEES SUMMIT MEDICAL CENTER;10/01/2020;9/30/2021;80
260191;BARNES JEWISH ST. PETERS HOSPITAL;01/01/2021;12/31/2021;109
260193;ST MARYS MEDICAL CENTER;01/01/2021;12/31/2021;83
260195;CITIZENS MEMORIAL HOSPITAL DISTRICT;06/01/2021;5/31/2022;72
